2019,BH,BHR,   Bahrain,0,0,0,0,0,0,1,0,1,2,2,3,4,3,6,7,5,9,3,2,3,3,2,3,5,5,6,122,103,138,210,182,238,332,287,375,0,0,0,0,0,0,1,1,1,8,7,10,11,10,13,20,17,23,21705,22513,44218,197696,201815,399511,44400,46002,90402,19193,23707,42899
2019,BD,BGD,   Bangladesh,19,16,22,20,17,23,39,32,46,210,171,249,318,260,382,528,433,632,198,171,227,207,179,237,405,350,463,5087,4483,5780,9296,8164,10636,14382,12628,16359,32,27,37,33,28,39,65,55,76,519,456,589,1067,946,1196,1586,1412,1765,7316578,7636041,14952619,56711269,57042267,113753536,15187860,15852158,31040017,4318296,4307603,8625899
2019,BB,BRB,   Barbados,0,0,0,0,0,0,0,0,0,31,7,83,35,10,107,66,18,189,3,1,5,3,2,6,7,3,11,1148,588,1947,1539,710,2720,2687,1298,4643,0,0,1,0,0,1,0,0,1,22,0,70,32,1,118,54,1,193,7920,8187,16107,103344,100063,203406,17192,17754,34946,23532,18625,42157
2019,BY,BLR,   Belarus,4,1,7,4,2,8,8,3,15,64,42,98,99,70,144,163,117,239,109,83,136,114,87,143,223,170,279,12535,10070,16106,15209,12162,19742,27744,22192,36021,8,5,13,8,5,13,16,9,26,828,527,1339,1089,683,1778,1917,1203,3108,277710,289960,567670,3323118,3142599,6465717,527442,554020,1081461,934464,444020,1378485
2019,BE,BEL,   Belgium,0,0,1,0,0,1,1,1,1,17,13,21,34,26,42,50,39,62,19,17,22,20,17,23,39,34,44,6609,6275,6915,12703,11952,13535,19311,18455,20397,1,1,1,1,1,1,2,2,3,238,224,251,431,418,444,669,669,669,318886,338589,657475,3633019,3726308,7359326,640705,681386,1322090,1203291,949679,2152970
2019,BZ,BLZ,   Belize,8,3,12,8,4,13,16,7,25,48,20,88,60,28,105,108,49,193,81,41,125,83,42,129,165,83,254,1828,1247,2451,1984,1317,2713,3812,2572,5100,12,6,19,12,6,20,24,12,39,84,40,153,101,50,202,185,89,349,20078,20624,40701,133993,129873,263866,38917,40020,78938,8612,8865,17477
2019,BJ,BEN,   Benin,198,100,415,204,101,429,401,201,844,818,399,1683,1059,549,1960,1878,940,3628,2720,1615,4707,2856,1707,4917,5574,3322,9624,42476,28300,64009,26840,17790,41049,69316,46222,104800,212,115,457,221,120,475,430,235,933,1776,838,3515,1259,587,2504,3034,1425,5974,867647,894574,1762222,3242498,3285714,6528209,1489915,1532317,3022233,198584,152202,350785
2019,BT,BTN,   Bhutan,1,0,2,1,0,2,2,1,4,6,0,29,51,15,134,58,15,160,13,6,25,13,6,26,26,12,51,432,242,790,975,519,2031,1407,761,2835,2,1,5,3,1,5,5,2,10,24,9,75,65,24,213,89,33,276,31207,32263,63470,238921,278878,517799,63452,65404,128855,20384,24765,45148
2019,BO,BOL,   Bolivia,15,10,23,16,11,24,31,21,46,38,24,53,109,68,174,147,99,221,235,184,296,245,192,309,479,376,605,5806,4791,7005,13118,10807,15955,18924,15730,22566,24,17,35,25,18,37,49,34,72,255,193,337,630,458,857,885,664,1172,585832,612437,1198268,3557569,3586218,7143787,1151613,1201853,2353465,431976,373050,805026
2019,BA,BIH,   Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,1,0,7,0,0,1,0,0,1,1,0,2,38,7,83,212,36,486,249,42,567,0,0,0,0,0,0,0,0,0,2,0,5,15,2,43,17,2,49,78818,83384,162201,1192246,1220079,2412325,165919,176457,342376,350903,250852,601755
2019,BW,BWA,   Botswana,148,95,224,152,98,231,300,193,456,2253,1857,2762,2409,2100,2768,4662,3972,5460,5506,4128,6849,5626,4219,6999,11132,8347,13848,211870,192506,227574,158888,143182,173215,370757,334520,400629,110,95,145,114,98,149,224,193,294,5091,4206,6072,4182,3498,4986,9274,7780,10941,127211,129851,257062,777380,797707,1575087,235939,240033,475972,54081,42126,96207
2019,BR,BRA,   Brazil,300,72,759,318,77,800,618,149,1560,5123,2392,7828,7801,3506,11759,12923,6083,19522,6038,2960,9505,6296,3077,9927,12335,6037,19432,324597,145439,472044,581670,270710,838374,906266,415773,1309633,478,182,1050,501,191,1102,979,372,2152,12970,6109,19175,34407,16413,49791,47377,22592,69425,7108432,7443533,14551964,74391740,72490252,146881991,14644912,15276438,29921350,10927944,8311034,19238977
2019,BN,BRN,   Brunei Darussalam,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,3,0,1,3,1,2,5,15,44,103,44,132,308,59,176,409,0,0,1,0,0,1,0,0,1,3,5,12,8,15,38,10,20,49,15212,16061,31273,128979,139554,268533,33370,35416,68786,6021,5331,11351
2019,BG,BGR,   Bulgaria,0,0,0,0,0,0,1,0,1,19,15,22,25,19,32,43,35,54,3,2,3,3,2,4,6,5,7,680,604,761,2654,2361,2960,3335,2969,3713,1,1,1,1,1,1,2,1,2,49,39,61,243,197,300,292,235,361,163219,172675,335894,2240048,2295231,4535280,340403,359424,699827,863269,585174,1448443
2019,BF,BFA,   Burkina Faso,358,196,611,373,205,639,731,401,1250,779,531,1056,1601,1194,2050,2380,1729,3091,4785,3269,6584,5033,3456,6904,9819,6725,13488,55772,46110,66996,36189,29343,43082,91961,75601,110596,431,257,803,450,268,838,881,525,1641,955,640,1423,839,560,1301,1795,1215,2767,1663336,1721954,3385289,5396861,5322037,10718898,2763314,2865112,5628426,295308,193085,488394
2019,BI,BDI,   Burundi,300,178,453,310,185,466,610,363,919,537,409,706,673,526,883,1210,942,1554,4675,3513,6163,4715,3536,6216,9389,7049,12380,45685,39265,54656,30310,26202,36267,75995,65568,90847,382,217,574,392,222,589,773,439,1162,616,367,1000,473,274,783,1089,640,1783,1029688,1042368,2072055,3080490,2911345,5991835,1588060,1588064,3176124,155166,130648,285814
2019,KH,KHM,   Cambodia,13,4,23,14,5,25,27,9,47,610,433,945,704,533,941,1315,982,1834,1425,1169,1716,1485,1218,1789,2911,2387,3505,36303,31566,41548,33460,28653,38505,69762,60357,80302,28,15,44,29,16,47,57,31,91,260,227,294,466,416,509,726,648,782,905499,942735,1848234,5611851,5306068,10917918,1701638,1771901,3473539,477115,304649,781764
2019,CM,CMR,   Cameroon,1249,797,1737,1266,811,1759,2515,1608,3496,6396,5309,7478,5148,4306,5874,11544,9587,13075,15467,11783,18773,16014,12235,19411,31481,24019,38184,318079,280035,350520,156872,137100,172983,474951,418863,523759,1630,892,2285,1678,918,2351,3308,1809,4636,9043,7236,11377,4763,3855,6107,13806,11095,17336,2004700,2043934,4048634,7099218,7087394,14186612,3405589,3461928,6867517,390926,314393,705319
2019,CA,CAN,   Canada,7,5,8,8,6,9,15,11,17,38,29,50,165,116,245,203,148,284,79,69,88,83,73,92,162,142,180,15990,14355,17808,51511,43944,59146,67500,58615,76190,10,9,11,11,10,12,22,19,23,428,363,493,1311,991,1677,1739,1413,2141,943126,995274,1938400,12175904,12266282,24442186,1899439,1994494,3893933,3606750,3093995,6700744
2019,CV,CPV,   Cape Verde,2,1,2,2,1,2,3,3,4,15,10,20,19,13,25,34,23,43,32,24,40,34,26,42,66,50,82,1306,1099,1551,1120,932,1387,2426,2036,2929,4,3,5,4,3,6,8,5,11,48,33,81,48,31,81,96,64,159,25403,26071,51474,177553,185668,363221,51021,52295,103316,16244,8393,24637
2019,CF,CAF,   Central African Republic,290,179,466,288,178,462,578,357,927,1305,891,1908,1903,1450,2542,3208,2314,4392,3390,2502,4485,3500,2590,4623,6890,5091,9108,57557,46866,74281,38683,31055,50684,96240,78424,125383,264,152,526,272,156,541,536,308,1068,2529,1491,4244,1875,1098,3183,4404,2592,7308,355988,361868,717856,1266947,1244703,2511649,661649,667577,1329226,80652,53233,133885
2019,TD,TCD,   Chad,593,326,834,595,327,840,1188,653,1674,869,519,1269,1172,729,1709,2041,1256,2968,6921,4655,9050,7074,4767,9242,13995,9422,18294,63751,52019,76454,41706,32842,49698,105458,84705,126530,762,367,1173,783,377,1205,1545,744,2379,2146,1347,3276,1465,907,2300,3611,2258,5571,1420575,1440538,2861113,4038871,4022060,8060931,2274902,2286090,4560992,215108,180494,395602
2019,CL,CHL,   Chile,8,7,10,9,7,11,17,14,21,124,93,162,372,242,543,496,343,687,109,94,124,113,98,129,222,192,253,13156,11757,14625,61047,52116,70341,74203,64230,84275,13,11,16,14,12,16,27,23,32,1035,836,1268,4042,3020,5185,5078,3891,6312,582555,605628,1188184,6579146,6641234,13220380,1243003,1292437,2535439,1293572,1017594,2311167
2019,CN,CHN,   China,191,57,354,218,64,403,409,121,757,7338,2585,15692,21014,8945,39630,28352,11422,54651,3433,1597,4847,3933,1835,5550,7366,3432,10397,381213,234042,491075,886778,544346,1145841,1267991,778695,1636681,508,211,789,572,238,889,1080,450,1678,22155,12259,30863,54554,29721,75731,76709,42308,105956,40140004,45362440,85502448,496919400,527005864,1023925272,79913456,92474084,172387536,86687660,76981735,163669396
2019,CO,COL,   Colombia,341,261,437,358,275,458,699,536,895,904,496,1488,2471,1451,4042,3375,2026,5537,2489,2001,3051,2607,2095,3196,5096,4096,6247,48186,38226,59273,145364,117471,180814,193550,156892,241248,496,374,650,520,393,682,1016,767,1333,3025,1923,4741,8453,5575,13551,11478,7683,18343,1826810,1913267,3740077,17775882,17102836,34878719,3780693,3953052,7733746,2370400,1873436,4243836
2019,KM,COM,   Comoros,0,0,1,0,0,1,1,0,2,0,0,2,2,0,5,2,1,7,3,1,7,3,1,7,6,3,13,53,28,93,70,38,128,123,67,219,0,0,1,0,0,1,1,0,2,2,1,5,4,1,8,6,2,13,60178,62477,122655,243407,247233,490640,103801,107508,211309,14185,11878,26063
2019,CG,COG,   Congo,489,321,746,500,328,762,989,649,1508,2358,1644,3245,1179,854,1658,3537,2496,4807,3926,2923,5132,4067,3035,5314,7992,5956,10443,65376,49083,91131,30490,22737,42307,95866,71505,133767,719,458,1169,740,471,1203,1459,929,2372,4383,2346,9185,2115,1128,4483,6499,3472,13656,397221,405645,802866,1497908,1494845,2992754,703456,714739,1418195,83657,62859,146516
2019,CR,CRI,   Costa Rica,10,7,14,11,7,14,21,14,28,57,34,82,72,31,147,129,67,223,106,81,128,111,85,134,216,166,263,3966,3137,4937,10166,7743,12775,14132,10992,17493,16,12,22,17,12,23,33,24,45,269,195,345,653,466,903,922,657,1203,165846,173727,339573,1702402,1712042,3414444,344968,361254,706221,269504,235531,505035
2019,CI,CIV,   Cote dIvoire,806,480,1131,813,486,1140,1619,967,2271,5718,4656,7035,5536,4561,6954,11253,9232,13774,15599,11451,19008,16106,11862,19624,31706,23314,38634,261248,228112,304647,135897,118052,157738,397145,345232,462304,935,422,1441,960,433,1481,1895,855,2923,6278,4102,9035,4019,2704,5908,10297,6851,14835,1965228,1989482,3954710,6831133,6935663,13766797,3226904,3253348,6480252,352604,388233,740837
2019,HR,HRV,   Croatia,0,0,0,0,0,0,0,0,0,1,1,2,7,4,11,8,5,13,0,0,1,0,0,1,1,1,1,179,119,222,1451,974,1836,1630,1093,2056,0,0,0,0,0,0,0,0,0,8,2,13,80,20,137,88,22,149,92218,97593,189811,1349443,1353725,2703167,204800,216596,421396,500760,344040,844800
2019,CU,CUB,   Cuba,3,1,8,3,1,9,6,2,17,74,37,150,332,175,718,406,213,850,47,23,85,49,24,90,96,47,175,5662,3369,7776,26353,16254,38808,32015,20155,46370,4,2,10,4,2,11,7,4,21,287,159,435,1356,748,2210,1643,938,2663,293689,310237,603926,3905465,3940387,7845852,615567,650267,1265834,943878,794806,1738684
2019,CY,CYP,   Cyprus,0,0,0,0,0,0,0,0,0,1,1,1,5,3,6,6,4,7,0,0,0,0,0,0,1,1,1,206,152,256,798,585,992,1005,738,1247,0,0,0,0,0,0,0,0,0,13,6,20,52,24,78,66,29,99,28920,30873,59793,402092,435746,837837,59252,63253,122505,90973,75172,166146
2019,CZ,CZE,   Czech Republic,0,0,0,0,0,0,0,0,1,2,1,6,17,5,53,19,6,58,1,0,1,1,0,2,1,1,3,402,244,674,3252,2049,5737,3654,2327,6297,0,0,0,0,0,1,0,0,1,21,10,40,222,108,429,243,120,467,259574,274396,533970,3356522,3471693,6828216,540552,570072,1110624,1211599,885394,2096994
2019,KP,PRK,   Democratic People Republic of Korea,14,9,21,15,9,22,30,18,42,289,175,414,435,266,639,723,453,1025,72,44,103,76,46,108,148,89,211,4095,2545,5744,5937,3660,8767,10032,6243,14281,19,12,27,20,12,28,39,24,55,410,251,593,628,384,982,1039,645,1520,852108,893540,1745648,9047842,9098072,18145914,1637628,1711692,3349320,1538382,827385,2365766
2019,CD,COD,   Democratic Republic of the Congo,2506,1651,3522,2539,1673,3569,5045,3324,7092,6813,4688,9242,2822,2082,3657,9635,6887,12716,33587,25246,42251,34641,26123,43443,68229,51365,85688,331139,266890,405543,124000,100177,149992,455139,368871,557464,3788,2386,5394,3895,2453,5547,7682,4839,10941,11492,7088,17757,3709,2174,5705,15201,9238,23736,9381281,9568961,18950242,27294978,27324321,54619298,14844778,15082844,29927622,1754652,1511605,3266257
2019,DK,DNK,   Denmark,0,0,0,0,0,0,0,0,0,7,5,9,25,18,33,32,24,42,3,2,3,3,3,3,6,5,7,1567,1268,1876,4449,3532,5244,6016,4801,7003,0,0,0,0,0,0,0,0,1,23,6,36,98,25,149,121,31,184,146248,154306,300554,1824015,1848521,3672536,307276,323234,630511,622615,531624,1154239
2019,DJ,DJI,   Djibouti,19,11,33,20,11,34,38,22,67,149,73,281,160,89,293,309,166,563,318,208,523,327,214,538,645,421,1060,3463,2548,5126,2691,1937,4010,6154,4505,9096,21,12,36,21,12,38,42,24,74,46,23,102,44,20,96,90,43,200,49610,50985,100595,318795,321765,640560,93831,96090,189921,24076,20780,44856
2019,DO,DOM,   Dominican Republic,28,16,57,30,17,60,58,33,117,887,625,1292,992,698,1414,1878,1354,2627,657,532,891,684,554,929,1341,1086,1820,33641,28216,40669,37003,29143,45772,70644,56747,86247,47,25,81,50,27,85,97,52,166,860,576,1144,1861,1102,2499,2721,1659,3701,506377,527593,1033970,3530912,3498384,7029295,993722,1033663,2027384,385280,341165,726445
2019,EC,ECU,   Ecuador,29,13,69,30,13,72,59,26,141,131,63,361,420,210,1197,552,286,1557,472,327,838,492,341,875,965,668,1713,14257,10339,22864,31985,23358,53249,46242,33897,76488,38,17,94,40,17,99,77,34,193,702,430,1380,1624,956,3219,2327,1381,4599,812905,850590,1663495,5649221,5636709,11285930,1547098,1615392,3162490,673790,578868,1252658
2019,EG,EGY,   Egypt,44,29,61,47,31,65,91,61,127,95,55,163,208,115,347,303,168,489,263,189,350,277,199,370,540,388,720,7623,5511,9921,17820,13154,23618,25443,18796,33226,88,60,121,93,64,128,182,124,249,1386,975,1905,3401,2321,4845,4787,3368,6749,6185539,6554010,12739550,30231589,30821789,61053377,10368001,11011984,21379984,2908546,2378258,5286804
2019,SV,SLV,   El Salvador,18,13,25,19,14,26,38,28,51,272,189,350,628,481,806,900,682,1146,250,206,301,261,215,315,511,422,616,9837,8574,11553,16546,14200,19701,26383,22806,31395,21,13,35,22,13,36,44,26,71,269,207,424,558,419,866,827,637,1265,292681,306583,599263,2255314,1905041,4160356,585305,612360,1197665,285799,200918,486717
2019,GQ,GNQ,   Equatorial Guinea,173,105,278,174,105,281,347,211,559,305,179,530,1190,818,1727,1494,1000,2310,1359,969,1902,1419,1017,1980,2779,1986,3882,31852,24245,42735,29957,21459,41515,61808,46287,84505,273,159,458,281,164,472,553,323,930,2239,1136,3927,2428,1274,4409,4668,2525,8235,97286,99152,196438,350755,499769,850524,153486,158108,311594,17480,16402,33882
2019,ER,ERI,   Eritrea,45,22,79,48,23,83,93,45,162,106,66,203,111,67,225,217,133,421,588,384,886,618,404,930,1206,788,1816,7739,5725,10482,5300,3835,7198,13039,9537,17678,55,26,94,58,28,98,113,54,192,153,71,321,104,49,215,257,119,518,243365,253649,497014,927780,924925,1852706,484619,505612,990231,82487,65202,147689
2019,EE,EST,   Estonia,0,0,1,0,0,1,1,1,1,16,11,24,50,31,72,66,45,90,10,8,13,11,8,13,21,16,26,2656,2232,3169,4858,3897,5970,7514,6179,8978,1,1,1,1,1,1,2,2,3,96,77,120,198,148,263,294,234,376,34000,35929,69929,405206,401829,807034,70713,74692,145405,168201,90008,258209
2019,SZ,SWZ,   Eswatini,97,68,136,100,70,141,197,139,277,1247,1004,1507,885,730,1046,2132,1763,2557,5094,4229,5750,5147,4272,5812,10241,8500,11563,120701,111505,129909,69539,63705,76033,190240,175631,205510,123,101,181,126,104,186,248,205,368,2721,2154,3480,1510,1158,1915,4232,3289,5351,68983,70313,139296,331307,324692,655999,142129,143314,285442,28833,16896,45729
2019,ET,ETH,   Ethiopia,1002,473,1837,1052,503,1921,2055,975,3759,5570,3320,9989,3923,2497,6547,9491,5864,16396,21754,13742,32448,22476,14217,33531,44229,27959,65978,391795,302127,499585,233211,180725,295381,625007,483489,792841,1585,765,2820,1644,793,2926,3229,1558,5746,7244,3987,12732,4367,2338,7760,11615,6345,20283,7291323,7488374,14779698,27922108,27960145,55882251,12245965,12525809,24771777,1677816,1330257,3008075
2019,FJ,FJI,   Fiji,0,0,1,0,0,1,0,0,2,6,2,16,25,13,58,31,15,74,4,3,8,4,3,9,8,5,17,331,219,644,709,436,1469,1040,667,2145,1,0,3,1,0,3,1,1,5,28,13,70,101,49,244,129,63,306,45996,48572,94569,294817,305279,600096,87945,92233,180178,25160,20485,45645
2019,FI,FIN,   Finland,0,0,0,0,0,0,0,0,0,3,1,7,11,5,34,14,7,42,2,1,3,2,1,3,4,2,5,865,482,1347,2457,1314,3933,3321,1846,5158,0,0,0,0,0,0,0,0,1,37,10,77,112,33,257,150,45,330,147231,153902,301133,1702584,1749437,3452021,303738,318046,621785,678481,539105,1217586
2019,FR,FRA,   France,7,5,8,8,6,9,15,11,17,77,45,210,142,88,481,219,142,696,116,103,131,122,107,137,238,210,269,47780,41932,53943,139023,113350,166330,186803,155440,217119,14,12,15,14,12,16,28,24,31,1649,1394,1915,4419,3383,5563,6068,4946,7346,1953404,2054522,4007925,21041898,20719183,41761082,4029148,4217721,8246869,7603189,6025436,13628625
2019,GA,GAB,   Gabon,123,40,225,127,42,231,250,82,456,533,364,759,350,244,460,883,615,1201,1376,843,1898,1445,892,1987,2822,1735,3885,32706,24087,42159,15696,11938,20062,48401,36336,62270,163,63,286,168,65,295,331,128,581,807,372,1435,395,187,727,1203,571,2161,156555,159878,316433,619737,661165,1280902,245341,249488,494829,42602,33870,76472
2019,GM,GMB,   Gambia,113,78,167,116,80,171,229,158,339,372,232,591,531,371,743,903,605,1349,1027,776,1370,1064,805,1416,2092,1582,2787,16049,12614,20128,10253,7842,13157,26301,20646,33195,174,118,254,179,121,261,354,239,515,1154,744,1791,883,572,1382,2037,1344,3151,199359,203292,402651,640704,612398,1253102,314407,320215,634622,30535,28972,59508
2019,GE,GEO,   Georgia,2,0,5,2,0,5,4,1,10,37,15,81,49,18,119,86,33,202,32,20,54,35,22,58,67,42,112,2872,1821,4811,6143,3858,10226,9015,5674,15023,4,1,9,4,1,9,8,3,18,303,127,594,689,303,1361,992,429,1929,132704,141554,274258,1336453,1274759,2611212,253141,277294,530435,368997,218446,587443
2019,DE,DEU,   Germany,2,1,3,2,1,3,4,3,5,70,50,93,347,248,679,418,303,762,54,46,61,56,48,63,109,94,124,17696,14506,21182,71526,53946,89557,89221,69187,108936,7,6,8,7,6,9,14,12,17,560,429,689,1971,1297,2748,2531,1792,3394,1766141,1864344,3630485,26715297,27404452,54119750,3366821,3523925,6890746,10010549,8227992,18238541
2019,GH,GHA,   Ghana,1198,597,2025,1242,612,2113,2440,1209,4138,5201,3103,8011,5975,4184,8403,11175,7219,16179,12611,7951,18134,13344,8417,19151,25955,16368,37285,207375,149273,277735,108977,77300,150997,316352,230359,433219,1448,633,2757,1523,665,2899,2971,1298,5656,10605,5148,19075,6491,3091,11986,17096,8327,30381,1968544,2053337,4021881,8688992,8950740,17639732,3452279,3600508,7052787,506384,443907,950291
2019,GR,GRC,   Greece,0,0,1,1,0,1,1,1,1,16,10,21,86,62,113,101,73,130,12,11,14,13,11,15,25,22,28,2403,2135,2667,12696,11413,13957,15099,13646,16570,1,0,1,1,0,1,1,1,2,107,66,141,601,398,780,708,474,917,217859,231628,449487,3596982,3650669,7247652,530217,563177,1093394,1258221,993677,2251898
2019,GT,GTM,   Guatemala,35,24,51,37,26,54,72,50,105,560,389,846,545,371,809,1105,779,1662,573,452,757,598,472,790,1171,924,1547,14174,12293,16975,20703,17606,25289,34877,29960,42191,41,29,62,43,30,65,85,59,126,348,222,529,707,455,1104,1056,685,1626,957954,1000835,1958789,5228052,4956167,10184219,1822557,1902645,3725201,422101,325332,747433
2019,GN,GIN,   Guinea,388,288,519,383,285,511,770,573,1030,1517,1120,2005,769,548,1139,2286,1696,3160,4423,3543,5406,4568,3666,5580,8991,7211,10989,67167,58116,77518,33123,28586,39090,100290,86966,116567,346,279,454,354,285,464,700,563,917,2702,1862,3824,1425,985,2083,4127,2876,5841,1015820,1029432,2045252,3599363,3231777,6831140,1709265,1733832,3443097,231303,140609,371913
2019,GW,GNB,   Guinea-Bissau,141,104,177,145,107,182,286,210,359,441,350,532,726,593,850,1167,942,1360,1560,1273,1836,1601,1306,1882,3161,2579,3717,23439,20684,26672,13884,11761,15971,37324,32727,42731,190,139,245,195,143,252,385,282,497,1008,787,1247,709,548,887,1717,1355,2107,148612,151301,299913,542366,507939,1050305,252250,254809,507059,34091,21082,55173
2019,GY,GUY,   Guyana,9,7,11,9,7,12,18,14,23,46,36,61,56,41,75,102,77,134,163,143,187,172,150,197,335,293,383,4059,3658,4524,4276,3701,4808,8335,7442,9300,6,5,8,6,5,8,13,10,16,159,125,205,183,139,240,342,270,438,42241,44219,86460,276154,279322,555475,82503,86760,169264,20756,18403,39159
2019,HT,HTI,   Haiti,239,133,369,251,140,388,489,273,757,973,749,1246,1252,942,1572,2225,1740,2790,4062,3050,5020,4216,3162,5213,8278,6211,10232,85542,73791,96838,61997,52710,71445,147539,127598,168010,353,232,537,370,243,563,723,476,1101,2675,1937,3548,2297,1667,3240,4972,3607,6785,627750,652128,1279879,3599991,3454496,7054486,1210249,1251815,2462064,302104,244991,547094
2019,HN,HND,   Honduras,18,12,24,19,13,25,38,25,49,231,156,309,526,367,697,758,547,998,309,253,366,321,263,381,629,516,747,9365,7926,10879,14563,11990,17497,23927,20068,28089,29,21,37,30,22,39,59,42,76,297,206,429,711,492,1045,1009,705,1487,474202,493396,967598,3107246,3065399,6172645,958290,994103,1952392,249392,197437,446829
2019,HU,HUN,   Hungary,0,0,0,0,0,0,0,0,0,4,2,7,22,10,39,26,12,45,2,1,3,2,1,3,3,2,6,469,338,619,3317,2245,4450,3786,2572,5015,0,0,0,0,0,0,0,0,0,23,15,33,202,128,284,225,142,316,220491,233486,453977,3298395,3262377,6560772,480190,505801,985990,1183085,709930,1893015
2019,IS,ISL,   Iceland,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,2,1,8,0,0,1,0,0,1,0,0,1,97,36,270,262,104,642,359,139,920,0,0,0,0,0,0,0,0,0,7,1,25,17,3,60,24,5,86,10863,11441,22304,110040,111876,221916,22831,24075,46905,26480,24230,50710
2019,IN,IND,   India,1088,464,2321,1210,517,2578,2298,981,4898,12572,4373,30179,29593,12855,57155,42164,17937,87188,32521,18197,45480,35786,20042,50013,68308,38238,95493,937003,658206,1183423,1266445,922010,1615926,2203448,1564773,2780746,3009,1324,4847,3309,1455,5329,6318,2779,10175,35205,21984,49951,53310,33320,75834,88515,53994,126134,56231872,61876088,118107960,438424220,476883904,915308128,118060412,130735232,248795648,44927522,41743920,86671442
2019,ID,IDN,   Indonesia,1455,1221,1774,1530,1285,1863,2985,2506,3637,12684,10793,14364,22995,19528,26409,35679,30462,40688,12644,11026,14668,13242,11547,15387,25886,22572,30052,225165,195777,260932,403856,350901,482258,629021,544622,733114,2057,1725,2535,2158,1810,2660,4215,3535,5195,14636,12746,16529,26295,23454,28798,40931,36857,44422,11771198,12299499,24070698,90643434,92113432,182756865,23417146,24491088,47908234,8947069,7557620,16504688
